plough, truck, gate, pizzas, push, pail, aunt, payment, wheel, roof, veil, fuel, growth, list, play, beam
2, -0.000000, 73625605, 1, eb910e5, car, :, 1, 0.000025, 0, 1, 0, 7, 0, 459.080566, 922
303, 0.025859, 0, 0, 6ac16, paint, D, 1, 8.746199, 1, 1, 1, 4, 0, 0.771587, 101396
127, 0.000001, 2942, 1, d, men, H, 0, 0.743862, 0, 0, 0, 39, 2, 0.152977, 16543691
2051, 0.000000, 7212, 1, 2, winter, K, 1, 0.000000, 1, 0, 0, 17, 1, -5.908413, 82704
2, -0.026695, 8100068, 0, 1, test, m, 1, 0.000000, 0, 1, 1, 48, 2, 0.000015, 459548893
6788, 0.000000, 0, 1, 2e, tray, Q, 1, -21.783819, 1, 1, 0, 1, 15, 7.536613, 711
17, -0.000169, 932294135, 0, 16, wire, f, 1, 0.125622, 1, 0, 1, 1, 1, -78.027161, 401453
6335, -0.076843, 28494852, 0, 1cd4, harbor, =, 1, 0.000001, 0, 1, 1, 60, 0, -0.028431, 21
18, 0.047377, 887936878, 1, 1bd6645a, ring, e, 0, 0.000124, 0, 1, 0, 111, 0, -1450.684448, 293263280
6091, -0.000104, 3688217, 0, 16e, head, w, 1, 0.000002, 0, 0, 0, 28, 13, 0.002644, 129
259, -0.000041, 75, 1, d, orange, h, 0, 1.961337, 0, 1, 1, 0, 1, 0.752781, 95634
0, -0.110416, 9846221, 0, d0a2e5, baseball, e, 0, -0.036735, 1, 1, 0, 42, 21, -10.512745, 949725
1, -0.000034, 6, 0, 121, belief, (, 1, -0.000718, 0, 0, 0, 27, 9, -0.000004, 3847
13, 0.000000, 727939483, 0, 6705a0, song, =, 1, -0.000025, 1, 0, 0, 119, 10, -1.227283, 373871
8, 0.063124, 654, 1, 66, music, }, 0, 0.000048, 0, 1, 1, 5, 8, 1457.141479, 54702721
10, -0.000107, 22389, 1, a087e6e, help, <, 1, 0.000008, 1, 1, 1, 0, 249, 1455.065430, 4787394
32389, 0.244672, 106, 0, 52f0f1, respect, u, 1, 0.046385, 1, 0, 1, 57, 5, -0.088490, 218619
6, -0.000005, 5, 1, a62c14, marble, 4, 0, 0.000001, 1, 0, 1, 0, 4, -0.001610, 13
1, -0.000021, 2562224, 0, 27, match, u, 1, 0.000215, 0, 0, 0, 21, 80, -0.000015, 691769
21771, 2.044206, 22, 1, 4, impulse, C, 0, 0.000059, 0, 0, 1, 174, 1, -59.354496, 1429
13, -0.000003, 3, 1, 59f07d, thrill, r, 0, 0.000000, 0, 1, 1, 9, 3, -27.942455, 39502219
164, 0.046125, 125, 0, 6611, cattle, 3, 1, -0.000000, 0, 0, 0, 1, 4, 0.000149, 6670153
11, -0.000005, 0, 1, 26c65, rail, [, 1, -0.000018, 0, 0, 1, 0, 62, 163.473145, 941016621
219, 0.005458, 10314, 1, 7c27, book, /, 0, -0.000000, 1, 1, 0, 0, 15, 0.000027, 2793410
1, -2.216856, 8964183, 0, 230, ghost, -, 1, -0.078533, 0, 1, 1, 1, 154, 0.000008, 458978
126, 0.000000, 11900, 0, 4, ice, |, 0, 0.000000, 0, 0, 1, 1, 66, 331.239227, 1253
2748, -0.000000, 35, 0, 148dde9b, fang, c, 0, -0.187019, 0, 0, 1, 2, 254, -2.006802, 12
0, -0.000003, 368305, 0, 6f, car, _, 1, -0.000008, 1, 1, 0, 4, 118, 1502.734497, 6159
4, 0.000819, 2040, 1, 218d8a, credit, 4, 1, -55.150806, 0, 1, 1, 70, 0, 0.000546, 812171
1, -0.124429, 23, 0, 1, joke, ~, 1, -0.000027, 0, 1, 0, 101, 1, -3.415989, 2
13831, -0.001619, 139087, 1, e1, station, {, 0, 0.000011, 0, 0, 0, 0, 235, -24.605408, 125291387
15771, 0.000006, 697017, 1, 108, day, e, 0, 7.608869, 0, 0, 1, 2, 254, 1418.750366, 57247445
1, 0.593253, 7493156, 0, 19, toad, O, 0, 0.000009, 0, 1, 1, 5, 119, -0.000004, 71665147
499, 0.000135, 55947341, 1, 22ed, afternoon, Y, 0, -0.000013, 0, 1, 0, 4, 14, -0.225018, 3472
219, 0.005458, 10314, 1, 2, book, /, 0, -0.000000, 1, 1, 0, 0, 15, 0.000027, 2793410
212, 0.000005, 851684, 1, 0, bun, :, 0, -0.000062, 1, 0, 1, 7, 0, -0.000042, 27989387
26018, 0.000001, 0, 0, 471a, notebook, q, 1, -0.000018, 1, 1, 1, 31, 0, -0.046513, 3023239
7013, 1.440762, 3528585, 0, 38c9fe2b, locket, *, 1, -0.000263, 1, 1, 1, 46, 3, 12.002510, 36909028
2579, 0.000066, 15, 0, 0, hate, [, 0, -0.002676, 1, 1, 0, 1, 77, -0.001617, 105360221
17891, 0.216852, 6507245, 0, bf, experience, i, 1, 0.000001, 0, 0, 1, 15, 0, -0.000004, 47
4, -0.065972, 0, 1, 32, vessel, O, 1, -22.407314, 1, 0, 0, 1, 44, -589.416931, 154
10, -0.000144, 42119043, 0, 1, cow, J, 0, -0.001698, 1, 1, 0, 4, 41, 3.353622, 1805898378
6, 0.086672, 6741248, 1, 3ada9, root, 1, 1, -0.000001, 1, 1, 1, 3, 41, -0.000664, 75
0, 0.000001, 101, 1, 3be, cry, C, 1, -0.000000, 0, 0, 0, 61, 128, -0.000210, 6932
3, -0.002496, 3, 0, 3b97363, smile, ?, 1, -37.716656, 0, 1, 1, 0, 3, 0.127438, 26
1, -0.000928, 1988204, 1, 3cfe3c3, stew, K, 1, -0.000002, 1, 0, 1, 0, 23, 0.874046, 472814631
11181, -0.000017, 800, 0, b8b31, side, Y, 1, 1.858642, 0, 0, 0, 131, 3, 25.201523, 69673719
2686, -1.010191, 3601, 0, 1, learning, X, 0, 14.822476, 1, 0, 1, 13, 22, 29.550793, 184
4, -5.384185, 399575901, 0, 29ee221, glove, I, 0, 0.000002, 1, 0, 1, 1, 0, 0.000000, 31791086
4837, 0.000000, 1, 1, 4, clocks, g, 1, -0.000000, 0, 0, 1, 0, 10, 457.085968, 24865753
14, -0.039369, 3208, 1, 15a7f81, measure, 8, 1, 56.445576, 1, 0, 1, 28, 5, 0.000000, 1300436601
2, 0.000304, 8379, 0, 78, question, d, 1, 25.835733, 1, 0, 1, 1, 4, -0.000046, 2
1611, -0.003432, 15, 1, 3, harbor, R, 0, -0.013138, 0, 0, 1, 68, 44, -0.003269, 231422749
0, 0.000000, 5205, 1, 5e60438, year, }, 0, 0.000000, 1, 1, 1, 105, 100, 0.077076, 214
624, -0.000006, 23, 0, c9, stretch, (, 1, 0.000001, 0, 0, 1, 10, 3, 0.000259, 48093400
8901, -0.000006, 494, 1, 8e52ac, friends, =, 0, 0.000088, 1, 1, 1, 5, 2, -0.014774, 102457442
6915, -0.010511, 0, 0, e03a05d, vacation, 2, 0, 7.586696, 0, 0, 0, 9, 0, 0.002541, 73
44315, 0.000000, 2, 1, a, grain, A, 1, 0.010813, 1, 0, 1, 0, 12, -0.000004, 74
0, -0.000000, 192962, 1, 60, deer, s, 0, -0.374037, 0, 0, 1, 2, 19, -0.000080, 380520959
3062, 0.000005, 326273837, 1, 56f, dog, 2, 0, -0.000000, 1, 0, 0, 143, 2, 0.000130, 6617685
0, -3.633198, 6046805, 0, 16e69, clouds, ^, 1, 0.000019, 0, 0, 1, 5, 11, 7.696266, 14002
1, 0.001549, 1, 1, 4, hair, t, 0, 1.000000, 1, 1, 0, 2, 56, -0.000172, 7469
157, -9.077495, 32520903, 1, 16e, vein, 9, 0, -0.000001, 0, 0, 0, 13, 197, -0.000084, 32326
3461, -0.000021, 117, 0, 1791511, balls, B, 0, -0.000038, 1, 0, 0, 1, 19, 5.918686, 25478563
305, -0.003681, 10079, 0, c6, opinion, |, 1, -0.000000, 1, 0, 0, 0, 1, 0.000137, 0
24, 0.000007, 5386656, 0, ac, exchange, &, 1, -0.000138, 0, 1, 0, 2, 0, -25.852615, 1883232
110, 0.000024, 116, 1, 367cc, kitten, v, 1, 0.008023, 0, 1, 0, 0, 169, -0.861115, 5871019
3, 0.000000, 2, 1, 3, eyes, N, 0, 0.000020, 0, 0, 0, 2, 2, 0.000191, 89169786
666, 0.000000, 314173496, 1, 2762, apparel, r, 1, 0.000005, 1, 0, 1, 23, 18, -0.000004, 4
13661, 0.000000, 1855, 0, 22f, science, Z, 1, 0.000000, 1, 0, 0, 73, 30, 0.000034, 27
13468, -0.000013, 16, 1, dab4, rod, d, 1, -0.000013, 1, 1, 1, 0, 11, -548.279480, 504
8066, -0.000394, 4, 0, 3cdede, jar, c, 1, 6.618994, 1, 1, 0, 2, 12, -2.272388, 15
10, -0.000079, 1582033, 1, 7, chair, 9, 1, -0.003260, 1, 0, 1, 255, 20, 0.001820, 1078814
180, 6.412601, 22706, 1, 235363, thrill, Q, 0, -0.559323, 1, 0, 1, 80, 28, 25.444756, 418463283
8, 0.006944, 1299, 1, 27, end, !, 0, -0.000000, 0, 0, 1, 1, 1, 0.010540, 825
0, 0.214728, 192039, 0, 89e, parcel, j, 1, -0.000000, 1, 0, 0, 11, 3, 0.062782, 9
1249, 0.000267, 24002, 1, 5, cent, w, 0, -0.000000, 0, 1, 1, 3, 0, 967.805298, 596489
813, 0.300146, 2, 0, ee, ants, P, 1, 0.000000, 1, 1, 1, 5, 6, -0.005756, 0
180, 1.365782, 212, 0, 3043, dogs, M, 0, 0.000000, 1, 1, 0, 0, 1, -0.000072, 3
0, -0.406593, 5986131, 0, 145f5f5, disgust, ?, 0, -0.000431, 0, 1, 1, 58, 13, -168.961288, 684537259
934, -1.266417, 199, 0, 2b, statement, 9, 1, 0.000004, 0, 0, 0, 0, 55, 13.217274, 2
2, 0.000000, 7601740, 1, 1, hose, y, 1, 0.000000, 0, 1, 0, 26, 2, 1.925190, 37382
1, 0.000000, 68155, 1, 15, chairs, R, 1, -0.000002, 1, 1, 0, 102, 1, 24.629383, 13150152
12, -0.000000, 16, 0, 852, boy, x, 0, 0.074857, 1, 1, 0, 7, 0, 0.000473, 45248
61, 1.876438, 8177, 0, 1253, swing, e, 1, -0.000006, 0, 0, 1, 0, 102, -1258.727905, 1687874
842, -0.000067, 1269, 0, 2, silver, ?, 1, -1.905279, 0, 0, 1, 22, 14, -4.432472, 27
46, -0.000000, 439996470, 1, 17, berry, %, 0, -27.937719, 1, 1, 0, 1, 28, -0.000008, 31173
5, -0.000003, 7806, 0, 17f65, apples, V, 0, -0.000003, 1, 0, 1, 11, 30, -31.215694, 189621
217, 0.000000, 2, 1, f4e7, things, h, 1, -0.112021, 1, 1, 1, 57, 21, -4.993237, 6233
23, 0.000066, 881420, 1, 43, appliance, j, 0, -0.000074, 0, 0, 1, 11, 16, 24.683277, 6
2, -0.000000, 65, 0, 2f16545f, hose, y, 0, 0.000000, 1, 1, 0, 11, 2, 1.925190, 1179
22772, -8.457736, 0, 1, 65a5de7d, trouble, w, 1, 1.900522, 1, 0, 0, 242, 20, -15.195019, 162816
10924, -0.096703, 167261048, 1, 1f2, bat, g, 1, -0.000000, 0, 0, 0, 20, 1, -0.001465, 313
311, 0.089074, 142, 1, 9, ice, -, 0, 0.090209, 0, 0, 0, 7, 0, 0.000111, 99
0, -0.008542, 164886604, 0, 66514, apples, c, 1, 0.000469, 1, 1, 1, 17, 3, 0.000896, 114
1195, 1.296222, 31, 0, 72353a, sort, H, 1, 0.211858, 0, 0, 1, 14, 3, -75.534576, 324879
60, -0.000062, 1466136, 1, 25d679, reward, B, 0, 42.357887, 1, 0, 1, 8, 1, -0.000065, 156
7, -0.000256, 2318, 0, b16445, humor, q, 1, -0.058325, 0, 1, 1, 35, 2, -0.008129, 630754140
826, -0.000000, 1344, 0, 11, suggestion, b, 1, 0.017801, 1, 0, 0, 8, 57, 6.744251, 119
0, -18.394615, 29377, 0, 858, maid, l, 1, 0.061970, 0, 1, 0, 3, 19, 0.000202, 5531141
132, -0.000002, 30, 0, 9f, brush, U, 1, 0.000310, 1, 0, 1, 0, 1, 200.697586, 73612
91, -0.000000, 11, 0, aa1d701, earth, T, 1, -0.000001, 0, 0, 0, 0, 7, -4.112213, 1
6574, -0.015535, 75202870, 0, 178393, peace, 4, 1, 0.001786, 0, 0, 0, 59, 0, 178.104614, 730087
6, 0.000000, 319, 1, 4de, peace, a, 0, -0.000228, 0, 0, 1, 107, 2, 0.000072, 295663937
158, -0.000000, 58656, 0, 37dc31b, toad, n, 1, -0.000000, 0, 1, 0, 2, 1, 0.000446, 81827753
3388, 0.269092, 740309532, 1, 34, pest, <, 0, 0.000046, 0, 1, 0, 0, 7, -75.711731, 1857
147, -0.000003, 2129, 1, 24, hand, #, 1, -0.017669, 1, 0, 1, 1, 1, -3098.556152, 2
40, 0.006434, 7, 1, 0, train, ;, 0, 1.991559, 0, 1, 0, 1, 0, 0.000027, 6
43530, -0.000000, 30486293, 0, 5, brother, D, 0, 7.355071, 1, 1, 0, 71, 12, 5.941517, 580
0, 0.001279, 2, 0, 97686f, sock, d, 1, -0.000003, 1, 1, 1, 5, 1, -2205.784912, 1580862300
38666, -0.881782, 980914, 0, 0, plants, E, 1, 0.000018, 1, 0, 1, 21, 28, -0.006348, 1917
0, 0.001447, 1, 1, 6, face, _, 0, 59.973019, 0, 1, 1, 2, 30, -2008.896362, 3264
10147, -0.000274, 1581982, 1, 843e, marble, ], 1, 0.000001, 0, 1, 1, 9, 31, -0.000080, 18955
12, -0.000891, 638, 1, 18f, scissors, c, 0, -0.000000, 0, 1, 0, 1, 2, -0.000980, 1010675467
1, -0.211811, 0, 0, 2dd, yard, e, 1, -0.215596, 0, 0, 0, 0, 24, -0.000137, 412215004
125, -0.000000, 19534, 1, 41f8dd3, clam, 0, 1, -0.091989, 1, 1, 0, 1, 13, 0.000114, 61
13114, -0.000007, 0, 0, fb0ca, mountain, 9, 0, 0.009483, 0, 1, 1, 74, 1, 1.361496, 48005
10807, -0.457782, 25, 1, ca1569, apparel, y, 0, 0.045549, 1, 1, 0, 1, 253, 0.459911, 92778
20835, -0.000013, 415520, 1, 218d8a, station, L, 1, -55.150806, 0, 1, 1, 14, 0, 0.000546, 812171
36532, 0.000000, 92755, 0, e8, sneeze, g, 1, 0.000098, 1, 0, 1, 16, 1, -37.349583, 1823950914
126, 14.575051, 779217489, 0, 1b, spiders, ?, 0, -0.021281, 1, 1, 1, 2, 60, 0.000008, 3736
13831, -0.001619, 139087, 1, 1, brake, d, 0, 0.000011, 0, 0, 1, 0, 11, -24.605408, 483650869
252, -0.000000, 4281457, 0, 7, hill, D, 1, 25.835733, 1, 1, 0, 1, 13, -0.006126, 16271802
252, 0.031005, 4281457, 1, 40160bb0, behavior, D, 1, 29.187950, 0, 1, 0, 11, 0, -0.006126, 284461
26, 0.974643, 0, 1, 5, partner, Q, 0, 0.001078, 0, 0, 1, 221, 222, 0.018974, 52
829, -0.000000, 74, 1, 0, stone, P, 0, 7.465608, 0, 0, 0, 14, 1, -0.902832, 437934
177, -0.211059, 110629, 1, 12e9, mailbox, t, 1, -0.000000, 0, 0, 0, 109, 1, -0.228249, 115
430, 0.000000, 17806837, 1, 31a8, throne, g, 0, -0.001897, 1, 0, 1, 14, 56, 0.017784, 91
34, -0.024510, 254, 0, 5cbba, discussion, E, 1, 0.000000, 1, 1, 1, 7, 3, 0.038639, 969
118, -0.000055, 331004, 0, 6, seashore, N, 0, -0.191345, 0, 0, 0, 0, 3, -0.162613, 122
0, -16.796965, 1, 1, 253404, spade, _, 1, -1.575094, 1, 1, 0, 9, 28, 0.001701, 512
18, -5.183698, 29377, 1, cfd2, maid, Y, 1, 0.061970, 0, 1, 1, 3, 13, 0.000202, 5531141
3612, 0.000014, 27, 0, 3d, cent, X, 0, 0.000008, 0, 0, 1, 0, 0, 0.038441, 1012947059
41, -0.000000, 2020298945, 1, 7c0a7f, earthquake, {, 0, 0.000001, 0, 0, 0, 45, 0, 0.000000, 11
38666, -0.881782, 980914, 1, 6512, plants, E, 1, 0.000018, 1, 0, 1, 21, 28, -0.006348, 1917
6, -0.000300, 3038458, 0, 32bdb64, sisters, -, 0, 2.458422, 0, 0, 1, 1, 0, 113.499039, 58270539
8783, -0.000089, 53178185, 1, 1a01f1a, jump, 7, 1, 0.000158, 0, 0, 0, 20, 2, -0.011776, 0
193, 0.173234, 7, 1, 3d, farm, m, 1, -0.000263, 1, 1, 1, 15, 240, 12.002510, 13784112
7934, -0.000000, 244280465, 1, b9066, bed, w, 0, 0.002809, 1, 1, 1, 13, 4, 0.006908, 9878741
968, 0.280776, 6740, 0, 2531b6e, rail, p, 1, -0.000000, 1, 1, 0, 1, 105, -0.007153, 6471602
29598, 11.455198, 2, 1, 39b8db, pipe, (, 1, -49.240192, 1, 0, 0, 0, 1, -0.777115, 85916277
6, -0.000046, 244235001, 1, 11c, fan, &, 0, 0.000005, 1, 1, 1, 14, 0, 0.000008, 242958000
6, -0.000002, 91192, 1, 0, action, ), 1, 1.998986, 1, 1, 0, 82, 1, -103.004547, 106642513
48, -0.034505, 15012245, 0, 2dd, yard, -, 1, -0.215596, 0, 0, 1, 0, 56, -0.000137, 2712
2663, 0.031166, 2, 1, 1bbb7, cushion, &, 1, 0.000032, 1, 0, 1, 31, 1, -99.139435, 5964
1209, 0.000013, 0, 0, 15, lunch, c, 1, 0.001128, 0, 0, 0, 13, 30, -0.742863, 619739
3038, -8.226143, 0, 0, 3a592, owner, b, 0, 60.767578, 0, 0, 0, 178, 2, 0.000771, 56
184, -4.081741, 1358719, 1, 691ede, river, *, 0, -0.000046, 1, 0, 0, 15, 53, -0.023514, 2680852
164, 0.046125, 1, 0, c6, cattle, ?, 1, -0.000000, 0, 0, 1, 1, 4, 0.000149, 258189
40, 0.003012, 7035, 0, bd, harbor, 6, 0, -0.880749, 1, 1, 0, 1, 1, 0.000031, 23710473
5, 0.000012, 0, 1, 2df50, crush, +, 1, -0.000014, 1, 1, 0, 7, 0, -0.004181, 0
5491, -0.106978, 1414536512, 1, 1791511, guide, L, 0, -0.000038, 0, 0, 1, 1, 171, 5.918686, 102760
7934, -0.000079, 244280465, 1, 0, ant, e, 0, 0.002809, 1, 1, 1, 9, 4, 0.006908, 9878741
58, 0.000621, 2153268, 1, 1c4be10, stranger, x, 1, 0.000053, 0, 1, 1, 31, 123, -0.003788, 68
0, -0.000002, 23, 1, 7b4, stop, ), 1, -0.007236, 0, 0, 0, 52, 1, 0.004795, 2846195
110, -0.051640, 116, 1, 1, nail, G, 1, 0.008023, 0, 1, 0, 0, 0, -0.861115, 5871019
0, 0.000000, 61934, 0, 61b2, group, C, 0, 1.710716, 0, 0, 1, 0, 7, 926.605042, 13
87, -0.005411, 123633098, 0, 421b4d, horses, /, 1, -0.000001, 0, 0, 0, 12, 0, -445.155609, 279670722
17439, 0.806492, 10, 0, 320f, yoke, 6, 0, 4.217701, 1, 1, 1, 50, 13, -0.001598, 32209
391, 5.906610, 65078, 0, f, bomb, f, 1, 0.000051, 0, 1, 1, 1, 0, 0.040501, 49732
3, 2.722096, 319, 1, 1d7, neck, A, 0, -0.000228, 0, 1, 0, 107, 9, -0.442074, 295663937
0, -0.000016, 1, 0, 66514, rate, V, 1, 0.000457, 1, 1, 0, 84, 3, 3.271538, 114
290, -0.001355, 269563310, 0, 1, bed, z, 0, 0.000052, 0, 0, 1, 0, 0, -0.000011, 540
14, -0.001752, 115524, 0, c9dd8, low, #, 1, 0.125622, 0, 1, 1, 4, 17, -78.027161, 727
49549, -0.000118, 1842, 1, 0, deer, J, 0, 0.135192, 0, 1, 1, 169, 6, -0.002174, 103188178
255, -0.000022, 1861, 0, 3c7, cows, U, 0, 0.375453, 0, 1, 1, 6, 15, 7.483418, 108159
2, -0.000000, 127542, 1, d370, ink, R, 1, -3.983517, 1, 0, 0, 52, 13, -65.607079, 37
3793, 1.195685, 3878600, 1, 642d2, quill, %, 0, 19.071707, 1, 0, 1, 3, 38, -0.496738, 1646476
13468, -0.000013, 2316136, 1, d1d11, religion, K, 1, -0.000013, 1, 1, 1, 0, 11, -548.279480, 1383
28201, 0.213927, 1, 0, 158, station, D, 0, 0.000000, 0, 1, 0, 52, 50, -0.001762, 545
0, -0.000000, 5, 0, 237980, scissors, /, 1, 0.000113, 0, 0, 1, 54, 93, 1417.304321, 9
2554, 0.000022, 55, 1, 0, animal, A, 0, 2.139678, 1, 1, 0, 0, 63, -89.752403, 124410851
1, -0.526098, 12, 0, 1e3bea, shoes, G, 1, -43.143753, 0, 0, 0, 24, 49, 0.000504, 194
25, -17.601236, 9660877, 1, 127ef95, top, V, 1, 0.420674, 0, 1, 0, 57, 78, 0.001766, 12
100, -0.000000, 486493, 0, 1, food, >, 1, -0.000006, 0, 0, 0, 132, 49, -56.495537, 12
36, 0.000001, 445582, 1, 11ea3097, writing, X, 1, -0.000000, 0, 1, 1, 2, 6, 31.324787, 836
58, 1.211526, 4627, 1, ff, offer, o, 0, -0.000076, 0, 0, 1, 7, 22, -0.000011, 587663319
7, -0.000000, 82, 0, 17d4, smell, b, 1, 0.046385, 1, 0, 0, 57, 0, -0.088490, 6373650
1209, 0.000013, 48339, 0, 15, lunch, c, 1, 0.001128, 0, 0, 0, 13, 1, -0.742863, 12650
1472, 0.008415, 74556011, 1, 4ec34991, top, a, 1, 0.420674, 0, 0, 0, 0, 30, 1656.638672, 294321343
0, -0.002066, 0, 1, 2e3c, bomb, C, 1, -0.677417, 0, 0, 1, 47, 1, 37.953655, 734786154
14, -10.234080, 527, 1, e88f21f, money, :, 0, -0.000004, 1, 1, 1, 243, 1, 1.538204, 5654
3917, 0.000001, 249021825, 1, 85f4e2d, cart, P, 0, 9.514664, 0, 0, 0, 28, 24, -1986.751343, 90126
12, 0.000014, 925, 1, 20, chalk, ~, 0, 0.000009, 0, 0, 1, 6, 93, 0.000000, 10172
3186, 0.036234, 1005759, 0, d9, oranges, I, 0, -0.000228, 0, 1, 0, 107, 213, 0.000072, 112446162
0, 0.000000, 1237100, 0, 68d90, lip, <, 1, 1.460445, 0, 0, 0, 0, 51, -0.000565, 52120685
16125, -0.000031, 45, 0, aae8d, hall, 9, 1, 1.710716, 0, 0, 1, 27, 7, 926.605042, 12
1561, -0.000004, 4976, 1, 1, plate, x, 0, 0.414418, 1, 1, 1, 9, 7, -0.001114, 3457560
53, 0.000157, 800, 1, 1bcb69, house, L, 0, 1.858642, 1, 1, 0, 7, 3, -0.000011, 1653
23, 0.000000, 409086, 1, 16588, baby, C, 1, 0.000217, 0, 1, 1, 3, 51, -14.946198, 21341540
10147, -0.000274, 4102637, 1, 843e, basket, ], 1, 0.000001, 0, 1, 0, 9, 18, -0.000080, 285
1, -0.000472, 206437323, 1, 1d91a, mother, ~, 0, -1.112367, 0, 0, 1, 1, 204, -0.000454, 3237
999, -0.003242, 177, 0, 3cf5467d, bag, n, 0, 0.000256, 1, 1, 0, 16, 0, 0.206940, 227
698, 0.196449, 15, 1, 37e0, vein, k, 0, -0.010803, 0, 0, 0, 66, 13, 0.000481, 1896
0, 3.924890, 25832243, 0, 129a1, crayon, =, 1, -0.000000, 0, 1, 1, 9, 0, -0.000004, 7
1566, 0.034249, 7067258, 0, 0, tomatoes, b, 1, 0.038369, 1, 1, 0, 3, 1, 0.000000, 27133817
1201, 0.000242, 256220, 0, 160, jail, }, 0, -0.000006, 0, 1, 1, 41, 6, -79.964470, 3541865
0, 0.000001, 16335, 1, 7249940, skin, C, 0, 0.000000, 1, 0, 1, 43, 34, -0.000031, 555242661
4, -0.000000, 5122, 1, 2396df, fairies, !, 0, -32.908497, 0, 1, 0, 223, 3, -0.002789, 24675762
27, -0.000023, 0, 1, e58, wave, #, 0, 0.000001, 0, 1, 0, 1, 3, -0.038063, 205485
267, -0.489112, 2202707, 1, 10, belief, k, 0, -22.407314, 0, 1, 0, 1, 0, 0.002869, 1067816
7, 0.000000, 2, 1, 3, smell, b, 0, 0.046385, 1, 0, 0, 57, 40, -0.088490, 402123592
236, 0.000956, 3634721, 0, 49, slave, &, 0, 0.000000, 1, 0, 1, 4, 3, 0.052479, 2934
720, -0.000614, 3693563, 0, 17, religion, N, 0, -0.052626, 0, 1, 1, 2, 55, -28.435314, 0
0, -0.000009, 1, 0, b47, spade, y, 0, -1.575094, 1, 0, 0, 5, 1, -250.969849, 39
643, 0.055209, 1375563006, 1, 0, throat, Z, 1, -0.000006, 1, 1, 0, 6, 102, 0.124199, 46986
10428, 1.566005, 6, 1, 690de91e, baby, 3, 1, 0.105289, 0, 1, 0, 0, 3, -0.000004, 89
10, -0.006395, 23, 0, 54c87, lace, v, 0, -2.916907, 0, 1, 1, 7, 197, -13.291386, 661509
147, 0.000031, 133, 1, 20a6, team, $, 1, -0.000837, 0, 0, 1, 30, 28, 0.000298, 15
1, -0.910869, 23896990, 0, 8, baseball, N, 1, -0.036735, 0, 1, 0, 2, 1, -10.512745, 1
2424, -0.876505, 4016478, 1, e913ac5, clover, R, 0, -9.813736, 0, 0, 1, 8, 0, -35.109840, 17
21, 0.000017, 168888018, 1, 0, appliance, R, 0, 0.000007, 0, 1, 0, 6, 35, 320.261688, 2078584346
99, 0.068439, 3744930, 1, 411d84, songs, z, 0, 0.000002, 0, 1, 0, 3, 1, -0.019001, 57075406
59727, 1.531189, 17, 0, ca, cake, 1, 1, 0.004462, 1, 1, 0, 1, 14, 0.191631, 24017
30254, 0.000177, 189293777, 1, 2b, chicken, 4, 1, -0.000001, 1, 0, 0, 194, 4, -0.221756, 31477778
884, -0.000000, 2089203, 1, 3e8d, club, ~, 0, -54.976696, 0, 0, 1, 0, 20, -0.000343, 16055
1644, -1.148706, 65, 1, a, weight, ?, 0, -0.000034, 1, 0, 1, 13, 33, -5.462448, 383051
15, -6.469033, 5595046, 1, 6510e81, cemetery, S, 0, 0.000001, 1, 0, 1, 25, 47, -36.753498, 1946056789
2152, -0.000028, 77445, 1, 273e5, hook, w, 1, -0.106338, 0, 1, 1, 0, 1, 175.447052, 1546
230, -29.413786, 88645454, 0, 1a3d2, burn, w, 0, 0.005090, 0, 0, 1, 6, 1, 0.000240, 15672080
200, 0.806492, 2140042058, 0, 320f, deer, 6, 1, 4.217701, 1, 1, 0, 2, 13, -0.001598, 569716
0, -0.000000, 28, 1, 144, badge, H, 0, 17.309114, 1, 0, 0, 6, 3, 0.029457, 667594
1, 0.000000, 8913231, 1, 56e, throat, <, 1, 0.000001, 0, 1, 1, 0, 59, -0.000084, 347266685
42, -0.000000, 30, 0, 173eb5e4, toe, :, 0, -0.000000, 1, 1, 1, 1, 1, 0.000000, 9
1249, 0.000267, 24002, 1, 79652e7, cent, w, 0, -0.000000, 0, 1, 1, 3, 0, 967.805298, 596489
2582, -0.000060, 4, 0, 16ffd, boys, e, 1, -0.000718, 1, 0, 1, 171, 3, -0.000004, 3847
6017, 0.000612, 1318728, 0, 160, jail, q, 1, -0.000006, 1, 1, 0, 30, 21, -79.964470, 93952
7, 0.000002, 23707, 1, 1d8aeb52, bag, b, 0, 0.046385, 1, 0, 1, 57, 40, -0.088490, 0
9, -0.000004, 64788341, 0, 4a04e, decision, K, 0, 0.000000, 1, 1, 1, 4, 1, 0.376942, 3851
1, 0.000008, 1492, 0, 0, mind, J, 1, 0.000000, 1, 1, 1, 0, 0, 0.376942, 709
352, 2.490638, 997293, 0, 17e, snake, ., 1, 0.000061, 0, 1, 1, 22, 1, 0.249702, 1882
572, 0.001231, 18, 1, 3766ba8, map, A, 1, 0.000043, 0, 1, 1, 101, 8, -0.000214, 919
674, -0.000000, 1430, 0, 24d499, business, ., 0, 0.000003, 0, 0, 0, 27, 30, -0.059032, 62808
0, -0.449558, 2033, 1, 8c7d, exchange, <, 1, -0.916538, 1, 0, 0, 0, 15, -700.933655, 559051402
359, -0.000054, 363, 0, 1, father, R, 0, -0.000021, 0, 1, 1, 6, 1, -0.002571, 4363032
