plough, truck, gate, pizzas, push, pail, aunt, payment, wheel, roof, veil, fuel, growth, list, play, beam
53, 2.548098, 180363899, 0, fffff562, son, p, 0, 3.908629, 0, 0, 1, 4, 38, 0.001408, 18504
68, 0.082587, -410895853, 1, 11bc6b54, , &, 0, -0.000125, 1, 1, 0, 7, 4, -0.000580, 9
0, 0.011220, 20, 0, fffffd99, , H, 1, -42.841603, 0, 0, 1, 0, 62, 0.000000, 11078906179700
3448, -0.000000, -50035439, 1, 11a2d, advice, n, 1, -0.268649, 0, 1, 1, 1, 24, 243.259438, 2395
3840, -0.000000, 13, 1, 9333b3, rate, L, 1, -2.777377, 1, 0, 1, 1, 182, 0.283909, 36783619
312, 0.327738, 595333074, 0, fd91ea36, cows, n, 0, -0.000000, 0, 1, 1, 117, 4, 2.872990, 829524525986
3, -7.190404, -2594, 1, a9d4c85, drum, j, 1, 0.000028, 1, 1, 1, 21, 10, -0.000034, 6943670271017353428
2011, 0.000606, -55013, 0, ea3066f1, , =, 1, -0.000000, 1, 1, 1, 16, 99, -0.000004, 123
3463, 11.143037, 1561, 0, c5b0, music, [, 0, 0.000006, 0, 0, 0, 2, 202, 0.000187, 568889168
1, -0.001103, 1922484870, 0, 1e, worm, t, 1, 0.000722, 0, 1, 0, 27, 12, 0.000004, 182386057102426
42, 0.030607, 3, 0, fffffdaf, horse, :, 1, -0.000389, 1, 0, 1, 1, 0, 622.952961, 3527019610165
10307, 0.000001, -1, 1, ffffffff, park, 1, 0, -0.001481, 0, 1, 1, 102, 27, 2.903767, 269330
12086, 0.000002, 159568, 0, ffffffd1, earthquake, j, 1, 0.012187, 0, 1, 0, 2, 0, 1846.570862, 24714593
40267, 0.000001, -735625828, 0, 143, sugar, K, 1, -0.905562, 1, 0, 0, 5, 7, 590.740673, 56044296
1872, 0.000000, -13446837, 0, ffffffff, unit, y, 0, -0.000321, 1, 1, 1, 53, 10, -0.066383, 49796590181
5147, -0.000000, -1548653, 0, 283, dress, ., 1, 0.009074, 1, 1, 0, 218, 16, 0.000023, 17
213, -0.000000, 100810, 1, 29603a4b, pigs, n, 1, 0.049996, 0, 1, 0, 0, 3, -120.063042, 417544739373992935
9334, 0.041228, -124994062, 1, 1, plantation, Y, 0, 0.000022, 1, 1, 1, 41, 6, 10.899780, 75299950471095
122, -2.675686, -4905696, 0, ad4d636, pet, M, 0, -8.090729, 0, 0, 0, 59, 6, 0.002697, 3942022353
1, -0.000000, 3726629, 1, 0, nation, ;, 0, -29.278824, 0, 1, 0, 27, 49, -59.240173, 15273424
0, 0.000000, -8337956, 1, fffff58d, connection, d, 1, -0.566667, 0, 0, 1, 2, 5, 1.158230, 1344704661
6, 0.000022, -537, 0, 0, underwear, U, 0, 0.000007, 1, 1, 0, 6, 26, 0.000469, 10614368773443775
3127, 0.000000, 1, 1, fef2a972, trip, |, 1, -0.000000, 1, 1, 1, 40, 2, -2878.874836, 112525713950
345, 0.292930, 0, 1, 60642d5a, hose, m, 0, -0.000047, 0, 1, 1, 23, 80, 0.000004, 275
2336, 0.000000, -22421067, 0, 8e84a56, downtown, l, 0, -0.000001, 0, 0, 0, 55, 48, -0.000004, 5
66, -0.022289, 635292478, 1, 426ee60, pump, e, 1, 0.003650, 0, 0, 1, 15, 23, 800.953186, 2979654907
19, -0.000000, 1604, 1, fffffca8, line, M, 0, 1.209702, 1, 1, 1, 250, 1, -0.832417, 4
3, 0.031041, -13, 1, 3, grain, U, 0, 0.000000, 0, 0, 0, 1, 108, 31.303120, 73423687723405
1, 0.078481, 23567, 1, ffffaf15, match, ), 1, 1.000000, 1, 0, 1, 14, 11, 0.000000, 136867
3, -0.002871, 20, 1, fffffffc, regret, 1, 0, 0.001178, 0, 0, 0, 2, 48, 0.000042, 560
744, -0.078150, -62684, 1, ff90c722, middle, $, 0, 0.000000, 0, 0, 1, 14, 1, 0.000446, 854581607539
7634, -0.001217, -106767, 0, fffffe25, fire, y, 0, 21.236433, 0, 1, 1, 2, 18, -0.186443, 28882681456
37, -0.000000, -3721, 1, fb8cd046, drawer, V, 0, 0.027192, 0, 0, 0, 1, 52, -1.367886, 6333616547781
2409, 0.000000, 343071732, 0, 0, instrument, /, 0, 0.000000, 0, 1, 1, 88, 12, 0.000000, 9102221038134884
9671, -0.000000, 153717, 0, 3451, farm, 3, 0, -0.000390, 1, 1, 1, 1, 175, -0.005829, 175208536
1, 0.000003, 7175495, 0, 80063c6, wilderness, t, 1, -0.000890, 0, 1, 0, 237, 1, -307.293602, 61032573953
56, -2.281392, -5171415, 1, 11, experience, 1, 0, 0.000162, 0, 1, 0, 1, 25, -9.071606, 1095
7763, -0.000014, 3977, 0, a5da, fog, G, 0, 0.000016, 1, 1, 1, 31, 73, -0.000004, 31755574404198743
253, 0.000000, 33181, 0, fffffffd, plane, g, 1, -0.003813, 0, 1, 1, 201, 27, 0.000057, 204625313865
556, -0.000000, 417, 0, f779, stomach, i, 0, 0.000000, 0, 1, 1, 17, 6, -391.111076, 6507181976791269914
6802, -0.000002, -814763, 1, 0, group, P, 0, 3.148316, 1, 1, 1, 11, 2, 0.000301, 14
2946, 12.957213, -1, 0, ffc205fa, comparison, O, 1, -6.695196, 0, 0, 1, 26, 1, -0.000156, 432209931092
4, 0.039554, -4, 1, 6b19b0, nerve, #, 0, -0.024369, 1, 1, 0, 31, 15, -0.000004, 61146957471948080
5141, -0.000397, -99632, 0, 25f36cec, steel, 7, 0, 0.000013, 0, 0, 1, 7, 1, 0.005337, 9047516047568395295
26589, 0.000000, 6717, 0, b7294e, poison, 5, 0, 0.082984, 1, 0, 1, 232, 179, 0.002647, 597191102031266693
956, 0.000000, 1, 0, 15, arithmetic, x, 1, -0.000024, 0, 0, 0, 125, 144, -0.052628, 19153027
33, -0.000010, -111968, 1, 0, wax, Z, 0, 1.939426, 1, 0, 0, 40, 234, -0.000004, 262985176
57, 1.000000, -22, 0, 34ba4, underwear, O, 1, -0.011976, 0, 0, 0, 62, 0, -2182.735371, 41656824
42, -0.000000, 0, 1, 1a5f7e, spiders, >, 1, -61.199206, 1, 1, 1, 7, 7, 1969.414745, 306
2, -4.147124, -150, 0, fffe37c7, , ), 1, 0.000059, 1, 0, 1, 0, 8, -0.000053, 2418468172490
60, 0.058500, -64339, 1, 3cf4, chickens, +, 0, 0.000007, 0, 1, 1, 0, 84, 0.004551, 27
0, 0.000001, 99040108, 1, 0, hook, i, 1, 2.175661, 1, 1, 0, 11, 0, -107.549835, 1728980135352
149, -0.006161, 1167186, 0, ffff9d72, bears, @, 0, -0.000011, 0, 1, 0, 1, 53, -0.001766, 11214793882359
2, 30.190487, 57847, 0, fad03185, rat, |, 1, -0.051533, 1, 1, 0, 5, 0, -0.421494, 10940713
1213, 0.025358, -197, 0, 2ad5514, adjustment, &, 1, 0.000630, 1, 1, 0, 1, 133, 15.491913, 16153806473680
4, -0.000000, 24, 1, fffcb3fa, suggestion, K, 0, -0.000001, 0, 1, 0, 16, 0, 0.000000, 1841172394293
231, 0.000013, 336, 0, fffffffc, punishment, P, 1, -0.000221, 0, 0, 0, 29, 70, -0.000004, 26921
1925, -11.993061, 14522, 0, 0, juice, z, 1, -0.003724, 0, 1, 0, 111, 11, -0.033630, 57716717351
36, -0.298843, 384, 0, ffffffff, arithmetic, i, 1, -0.012038, 0, 1, 1, 45, 13, 31.343235, 462426681767
2, 20.902031, 45782, 0, ffdc8a58, office, 8, 0, 1.319407, 0, 1, 1, 17, 1, -32.653973, 165716836382
1, -0.000000, -8727119, 0, ffffffed, dog, a, 1, 0.004437, 1, 1, 1, 11, 85, 0.252468, 903852461826580
489, -0.047046, -8931, 0, ff9ba8c9, zipper, g, 0, -0.000000, 1, 0, 1, 1, 2, 4.457695, 1156401887347236
28, 0.002613, -347, 1, 845be562, cook, C, 0, 0.001362, 0, 1, 0, 4, 0, -0.180130, 103141659706327300
18, 0.000003, 85955, 1, 5f32f768, jellyfish, H, 1, 3.913826, 0, 0, 1, 1, 98, -0.000046, 1263
26, 7.995123, 208535901, 1, fffe885d, playground, ;, 0, -0.000000, 1, 1, 0, 0, 58, 13.767437, 2409354
2352, 29.217901, 1, 0, 6b3a, attraction, q, 0, -0.000000, 0, 1, 0, 156, 6, -0.000004, 123
818, 0.008577, -42, 0, fffff834, throne, ], 1, 0.000035, 0, 1, 1, 53, 2, -0.000107, 12850441670398
309, -0.012329, 8156903, 0, ce80d4, silk, b, 1, -3.259617, 0, 0, 1, 61, 46, -28.723309, 5195434
526, 0.056588, -1310774, 0, 5, insurance, H, 1, 0.000002, 0, 0, 1, 43, 3, -1942.182739, 948274
471, -0.000000, 28579, 0, ffffff3e, , C, 0, -0.000001, 1, 0, 1, 2, 7, -880.160313, 29471
28, 0.832510, 6, 1, fffff9f9, feet, P, 0, 0.435239, 0, 0, 1, 54, 13, -0.000011, 17
4848, -0.000378, -53859133, 1, 7, farm, 4, 0, -0.002436, 1, 1, 1, 17, 16, -0.984356, 138887297781993815
9, 0.000116, 581, 1, ffffffae, sneeze, S, 1, 0.000000, 0, 1, 0, 0, 17, 0.002937, 32456
9, 0.000005, 7899, 1, 0, pigs, V, 0, 0.049996, 1, 1, 0, 32, 3, -120.063042, 6644046655256903534
7, -0.000001, -170329, 0, 2dd16d4f, ticket, 4, 0, 0.165365, 0, 0, 0, 9, 28, -0.131832, 7574484
10624, -0.000398, -2, 0, fffffeb6, connection, f, 0, 0.036016, 1, 0, 0, 12, 1, -0.139957, 11521152518880944
4683, 6.611683, 14922343, 0, 3ae050, gun, H, 0, -0.000006, 0, 0, 1, 74, 7, -2.813805, 32843
1, -3.525331, 2847, 0, ffffffd0, toothpaste, 6, 1, 0.004440, 1, 1, 0, 0, 8, -1.233036, 52692790130764
4, 0.007963, -8, 1, fed54185, bottle, V, 1, 0.000114, 1, 1, 0, 25, 2, -0.000015, 1835301140783461
463, 0.796062, -53859133, 1, 0, , 3, 1, -0.001743, 1, 0, 1, 3, 19, 0.849133, 466
4, 0.007963, 67624, 1, 7d5e1, coal, =, 1, 0.000114, 1, 1, 1, 25, 11, -0.000015, 1835301140783461
33, 5.751529, 0, 1, 26ed2d, attraction, h, 1, 0.070521, 1, 0, 1, 0, 2, 486.420170, 61167719506538393
14, -0.415638, 53, 1, 1d913d5e, basketball, >, 0, -0.000000, 0, 0, 1, 5, 1, -0.014568, 1832436474617788979
6588, 0.000001, 30156808, 1, ffffe590, memory, c, 0, -0.002330, 1, 0, 1, 4, 12, 0.101395, 52543
5523, 0.397435, -986008, 0, 32, kitten, J, 0, 0.000000, 1, 1, 1, 61, 5, -0.000340, 17790597842923
13098, 15.321549, -11, 0, 1516de0, alley, |, 1, 0.000082, 1, 1, 0, 14, 6, 6.379631, 3
897, 0.000233, -2068147202, 0, fffffffc, , k, 1, -0.000000, 1, 0, 1, 8, 0, -3585.487621, 1
22, 0.000002, -6344, 1, ffffa1ff, branch, c, 0, 15.675729, 0, 1, 0, 27, 6, -279.300915, 224714414294296
985, -0.000187, -6, 1, 4cdf, mountain, b, 0, -0.286410, 0, 1, 0, 1, 121, 243.259438, 39159944
2917, -0.005113, -172, 1, ffffe7bf, doll, g, 1, 7.974120, 1, 0, 0, 0, 135, 0.000023, 1202
1, -0.004654, -4705, 0, 0, thrill, 1, 1, -16.723112, 1, 0, 1, 59, 1, -1.218578, 1739352102
5354, -0.169164, 0, 1, 32df88, angle, o, 1, 0.000000, 1, 0, 1, 6, 0, -0.002750, 8811
9, 0.001824, -30788868, 1, fffffe7a, sun, J, 0, -0.000000, 1, 1, 0, 0, 0, -0.000847, 7092253992172157749
209, 0.000000, 2490, 1, 75f6abd, way, *, 0, -0.000016, 1, 1, 0, 0, 47, 0.003181, 58
26, -9.111169, 30692, 1, fffd4655, friends, +, 0, 0.000000, 1, 0, 0, 1, 2, 0.000004, 1449927095539675
0, -0.000000, -23, 0, 41cf91, apple, i, 0, -24.839600, 1, 0, 1, 69, 17, -0.000042, 0
1, -0.000000, 695, 0, fff14691, feeling, :, 0, 0.000002, 0, 0, 0, 8, 1, -239.405766, 46232637069562130
864, 1.476358, 531441, 1, ffffff7b, , ;, 0, 0.015544, 1, 1, 1, 15, 52, -0.000088, 162263922612
80, 1.697567, 119005, 0, ffffffff, cat, i, 0, 0.000108, 0, 0, 0, 32, 77, 0.003738, 273635430852864
2, 0.000004, -6901, 0, c9cfb, heat, 0, 1, 0.000045, 1, 0, 1, 1, 1, 0.000000, 259500758216
151, -1.825033, 122889464, 0, 16354, experience, l, 1, -0.017099, 0, 0, 0, 111, 1, -0.004433, 2026
171, -0.000012, -2, 1, 4, cherry, =, 0, 9.167434, 0, 0, 1, 0, 218, -842.715645, 24722628
0, -0.000002, 10185, 1, 5, force, y, 1, -0.000234, 0, 1, 0, 6, 3, 0.001106, 4327617019
3065, 0.000017, -5629625, 1, 102de41, train, +, 1, -0.000000, 1, 0, 1, 4, 1, 0.000004, 1568
211, 5.790897, 646229, 0, 1, snow, 6, 0, -34.894492, 1, 0, 1, 62, 11, -0.390076, 3060
12, 0.000062, -88, 0, c8, cord, h, 1, 0.241892, 1, 0, 0, 8, 3, -0.000206, 4
34793, 0.000118, -189, 1, ffdab627, spot, 5, 0, -0.000186, 1, 1, 1, 5, 5, 0.000019, 3925542433465361304
19038, -2.549623, 17509, 1, fffffffc, ticket, *, 0, 0.001659, 1, 1, 0, 31, 37, -0.000004, 7334517692365
1417, 0.285819, 1954, 0, eb515, death, ~, 1, 0.447995, 0, 1, 0, 134, 1, -5.446167, 22947673315714
4, -0.175592, 23, 0, 1539c223, parent, ^, 0, -0.000023, 0, 0, 1, 122, 1, -0.001175, 24833613
4, 0.000046, 939, 0, ffc5202f, clouds, O, 0, -0.000724, 1, 1, 1, 4, 2, -0.000206, 8
481, -0.002424, -65587, 0, fffe3ea5, brush, S, 0, -0.022516, 1, 0, 1, 0, 3, 2.608196, 738866184
2946, -0.000000, 0, 0, 0, curtain, O, 1, -6.279860, 0, 1, 1, 26, 1, 0.890251, 29406216162
0, 0.000057, -3603023, 0, ffff3a92, connection, k, 0, -0.000000, 0, 1, 1, 0, 125, 0.000248, 45968
9968, -0.340714, 2, 1, ffffecfb, breath, G, 0, 0.019142, 0, 1, 0, 2, 0, 0.000107, 6090714645522
3480, 0.000002, -7, 1, ff8dfbd7, shade, [, 0, 0.007730, 1, 1, 0, 28, 30, -0.000084, 9
13, 0.000205, 8, 0, f9be1eb, yard, O, 0, 0.000001, 1, 1, 0, 1, 1, 0.438530, 111407140838778
2, 0.038428, 87107, 0, fee158cd, elbow, L, 1, -0.000004, 1, 0, 0, 12, 0, -1566.616703, 3653869
335, 0.000000, -457, 1, ffffffa4, cushion, [, 1, -0.000125, 0, 1, 1, 57, 0, -11.970230, 216765000
1, -0.000000, -233, 1, 9e96, pest, R, 0, 0.000058, 1, 1, 0, 1, 1, 1.016666, 2447
6, -0.000337, -2326, 1, ffffffd3, men, X, 1, -0.000951, 1, 1, 0, 6, 1, -0.001072, 3181504
118, 0.002695, -1, 1, 11a2d, advice, T, 1, -0.246602, 0, 1, 1, 1, 31, -3.388290, 237891031725545073
153, 0.000006, 266866377, 1, fffccfba, regret, 5, 0, -0.000013, 1, 1, 1, 110, 18, -65.951885, 593346
0, 0.040361, -294, 0, 39befd27, place, f, 0, 0.000003, 0, 0, 0, 1, 3, -0.001835, 7259302801
15967, 0.346799, -14482279, 0, fffffc1e, mom, G, 0, 0.001362, 0, 1, 1, 144, 16, -0.180130, 187
6090, 0.000006, -4, 0, e, fear, x, 0, 0.000002, 1, 0, 1, 1, 2, -0.000004, 686242372
3840, -0.000000, 13, 0, 90b3, rate, L, 1, -2.777377, 1, 0, 1, 1, 182, 0.283909, 36783619
12, 0.008933, 15, 0, fffff398, toes, o, 1, -3.209358, 1, 0, 1, 234, 4, -0.000011, 14444
786, 0.000000, -27093050, 0, ffffdc2c, poison, 2, 0, -0.000008, 1, 1, 1, 198, 6, -0.000633, 1345184304656032
1, -0.003468, -12, 1, ffffca0f, feast, ;, 1, 0.000239, 0, 1, 0, 239, 9, -0.002632, 2684397380523
423, -0.970795, -1725, 0, ca505b, attraction, H, 0, 0.012931, 0, 1, 0, 11, 113, 25.711441, 0
1358, -0.000000, -16880, 1, 170d4, riddle, B, 0, -0.765142, 0, 1, 0, 5, 40, -0.252316, 21261828744224638
12782, -0.012023, -772905, 0, 401, plants, Q, 1, -0.000001, 0, 1, 0, 61, 2, -0.100986, 728436
40267, -0.004328, 132145, 1, 1d0b939, jar, K, 1, -0.905562, 1, 1, 0, 43, 97, -0.003437, 3030145
11457, 1.982902, 33284, 1, ffffffff, sleet, ), 1, -0.000017, 1, 0, 1, 227, 240, 1409.683296, 11
14, 5.780391, 110597051, 1, 62, bat, &, 1, 0.000630, 1, 0, 1, 0, 3, 15.491913, 204833755087
22, 0.234045, -705814148, 0, 3301d, elbow, 5, 0, 51.559271, 1, 1, 1, 5, 0, -0.189373, 2500320884518606
12, -0.000522, 47366747, 1, 1, frogs, [, 1, 0.000001, 1, 0, 0, 199, 166, 0.160435, 13434750095165497099
67, -0.010918, -24, 1, ffff276a, cable, x, 0, 45.782897, 1, 1, 1, 1, 180, -1.486679, 1271750
3, -15.701862, 1946, 0, fffffffd, faucet, a, 0, 3.311544, 1, 1, 0, 1, 0, -0.000027, 80
1, 0.000104, -1531751, 0, 15aaea, quince, 5, 0, -0.000001, 1, 0, 1, 0, 1, -538.249222, 8160
0, -0.000000, -1922622, 0, 0, treatment, o, 1, -0.089403, 0, 0, 1, 22, 0, -0.361786, 543740287833
58, -0.000187, -6, 1, 43092, morning, -, 0, -0.286410, 0, 0, 1, 1, 1, -34.688904, 1988451
8310, 0.011379, -15612, 1, 41, calculator, 0, 1, -5.178478, 1, 1, 0, 5, 3, 0.000004, 116494314
372, -0.725268, -55, 1, fffffff0, bee, @, 1, 0.000000, 0, 0, 0, 2, 6, 0.000000, 2573
62, -0.001344, -389880427, 1, 1442e603, stove, P, 1, -0.000004, 1, 1, 0, 125, 1, 0.272583, 13699554559625561747
12782, -0.000065, -75053, 0, 401, plants, s, 1, -0.000002, 0, 1, 0, 0, 6, 0.000057, 1754168430230283
78, -0.000002, -14, 1, fd83081a, needle, I, 0, 0.000002, 1, 1, 1, 47, 0, 329.437984, 414997168629
10845, -0.005703, 8219, 0, 79, , g, 1, -0.022009, 1, 1, 0, 14, 14, -0.920761, 40309617140962515
90, 0.000000, 531441, 0, fffd066f, boy, J, 0, 0.015544, 1, 0, 1, 15, 1, 0.050362, 0
2409, 0.000000, -123356, 0, 3, instrument, u, 0, 0.000000, 0, 1, 0, 88, 1, 0.000000, 406214310
2363, 0.475053, 13835, 1, fffffd16, love, m, 1, 0.000000, 1, 0, 0, 105, 0, -2839.873775, 3701
50, 0.000001, 2900497, 0, f52badf2, vacation, *, 0, 0.000344, 1, 1, 1, 248, 7, 0.000351, 676256007348945
1, 0.000359, 236, 0, ffff488a, receipt, $, 0, 0.000006, 0, 0, 0, 3, 96, -3.565975, 26909193
1, -5.513530, -124600162, 1, fffff7ca, number, T, 0, -3.640445, 1, 1, 1, 238, 3, 0.018791, 36454833446025431
343, 0.024469, 61073799, 0, e2d, experience, f, 1, 3.845961, 1, 0, 0, 120, 7, 0.000351, 106172762890
12086, 0.000002, 41418620, 1, fffe6e96, machine, j, 1, 0.012187, 0, 1, 1, 2, 0, 1846.570862, 54455402777755
12, 3.001993, 532421866, 1, 26fa6, carriage, {, 0, -0.011647, 1, 1, 1, 202, 1, -0.000023, 364506468459574
14316, 0.000002, -6039, 0, ffffffff, wool, K, 0, 0.000005, 1, 1, 1, 3, 5, -25.127674, 38321877983
2194, 0.000000, 179704, 1, ffffff3f, discussion, }, 1, -42.532397, 0, 1, 1, 3, 8, 0.171055, 1049992390498
4278, 11.551332, -2414390, 1, ee14354b, walk, 4, 1, -0.461824, 0, 1, 1, 82, 29, 0.003849, 176021876892386
4923, -0.000691, 2081340476, 1, a3e1dbfb, goose, T, 0, -0.000002, 1, 1, 0, 17, 80, -0.117077, 2025883649894755917
1469, -0.057485, -5486, 1, fffffff8, use, 5, 0, -0.000001, 0, 0, 0, 0, 53, 0.816853, 458724643429072579
56, -2.281392, -5171415, 0, fc5ede32, experience, 1, 0, 0.000162, 0, 1, 0, 1, 25, -9.071606, 1095
1, 0.002480, -50614606, 1, ffffffff, toe, Z, 0, -0.000045, 1, 1, 0, 5, 64, 0.000015, 39660193310269810
2, 0.000001, 1666, 0, fffffd2e, reaction, x, 1, 0.000005, 1, 0, 0, 84, 1, -0.000011, 61817595249
15749, -0.000012, -1993317, 1, ffffffc6, mass, c, 1, -0.013088, 0, 1, 1, 176, 5, 982.537876, 1750565897073747
1, 2.364120, 29, 1, 164514, , %, 0, -0.422186, 1, 0, 1, 22, 29, 0.007519, 103989780432297
1, -0.000003, 32114736, 0, 3007, wound, U, 0, 2.008711, 1, 1, 0, 4, 43, -61.684040, 206233020894118
391, 0.000003, -1604436, 0, 16c75, driving, W, 1, -0.003774, 0, 0, 1, 1, 35, 25.184391, 0
10, -0.589757, 65186791, 1, d0b84138, snake, N, 0, 0.004030, 0, 1, 0, 17, 39, 0.000004, 9891399651345219
291, -1.483572, -46350615, 1, ffffff6e, pancake, p, 1, -12.964544, 1, 1, 1, 170, 193, 31.265667, 1157
451, 0.000021, -337761, 0, ffffe74e, , E, 1, 0.339577, 0, 0, 1, 11, 1, -0.010616, 35
839, -0.000024, -135603484, 1, fff1734d, punishment, /, 0, -0.000301, 0, 0, 1, 1, 29, -204.078987, 223087978942541
42, 0.000211, -4, 1, fffee1ad, branch, U, 0, 15.675729, 0, 1, 0, 0, 6, -279.300915, 53182
9, 12.957213, -1, 1, 3, basket, C, 0, -6.695196, 0, 0, 0, 15, 90, -0.000156, 432209931092
40, -0.946487, 5, 1, fffff3e2, experience, C, 0, 0.000001, 1, 1, 0, 0, 62, 1.860191, 2831557542134
0, -0.000890, 0, 1, ffffffff, mitten, v, 0, 0.000042, 0, 1, 1, 4, 19, 57.465477, 4537684398244
28506, 0.000059, -5120, 1, fffffffc, discussion, /, 1, -1.166866, 0, 1, 0, 2, 0, -0.000217, 4033588414
277, 0.000192, 3395, 0, 9fee, cars, (, 1, -0.000009, 0, 1, 1, 1, 3, 0.000446, 1677007090930765
471, -0.000000, 28579, 0, ffffff3e, death, g, 0, -0.000001, 1, 0, 1, 2, 7, -880.160313, 29471
12, -3.912095, 3977, 0, ffffc319, fog, <, 1, 0.000016, 1, 1, 1, 36, 2, -0.000004, 449927567789066194
19, 0.031885, -1661, 1, fff45e2a, toothbrush, %, 0, 0.000001, 1, 0, 1, 66, 19, 0.000042, 1603
38, -0.175592, 23, 0, ffc68677, parent, K, 0, -0.000023, 0, 0, 0, 122, 6, -0.001175, 2507808064855107473
4923, -0.000691, 6154043, 0, 3, feast, g, 1, -0.000002, 1, 1, 0, 17, 82, -0.117077, 2025883649894755917
897, 0.000000, -82555, 0, 7fd4, peace, i, 1, -0.000000, 0, 0, 1, 1, 1, -3585.487621, 68224044
136, 0.000013, -39, 0, 3639e8, lizards, A, 1, -10.352186, 1, 1, 1, 1, 8, -0.098518, 222773551115816
2962, -0.092465, 24051, 1, ffffb69b, thing, y, 1, -0.000013, 1, 1, 1, 110, 18, -65.951885, 493900013223643437
1735, 0.179193, 348069, 1, 483a, government, e, 0, 0.000000, 0, 0, 0, 1, 129, 0.004478, 24421
929, -0.000211, -15439, 0, 42, calculator, N, 0, -10.491468, 0, 1, 0, 110, 64, -0.026741, 17589
2336, 0.000000, -22421067, 0, 687565f8, downtown, l, 0, -0.000001, 0, 0, 0, 55, 48, -0.000004, 5
2260, 0.000000, -1283, 1, 17, week, u, 0, 0.000001, 1, 1, 1, 1, 201, -0.223274, 18114
8, 0.000043, -17107757, 1, 12ac, activity, v, 1, 0.031478, 0, 0, 0, 170, 2, -95.851719, 3918569654676981
8342, -0.000000, 19, 1, 29a8, relation, ], 1, -0.795787, 0, 1, 1, 3, 0, -0.300995, 2065396529094846
0, -0.000000, -8, 1, fffffc55, toothpaste, n, 1, 0.001407, 0, 0, 0, 102, 60, 0.025181, 1304651389
4932, -0.000000, 0, 0, fffa436e, seashore, W, 1, -0.000681, 0, 0, 0, 2, 3, 469.702091, 447168612481691903
121, -0.000000, 2025, 1, 9, town, {, 0, -0.000000, 1, 1, 0, 7, 1, -0.000824, 20
4362, -0.000043, -714, 0, ffffffff, plantation, J, 1, 0.000000, 1, 0, 0, 48, 0, 38.081013, 13
1005, 12.755299, -2855408, 0, ffffffe4, cook, =, 1, -0.000201, 1, 1, 1, 30, 18, 0.000881, 8080
3222, 0.000000, 30369042, 0, 6bdd6, oven, Y, 0, -0.012877, 1, 1, 0, 0, 1, -0.093983, 1750565897073747
12, -0.000000, 2287732, 0, 12b50, bird, k, 0, 0.023208, 0, 1, 1, 15, 3, -0.000008, 96125244329
11274, 0.000026, 26521, 0, ffffff61, sand, u, 0, -0.000000, 0, 1, 0, 49, 13, 13.767437, 14
5, 0.002081, 9285, 1, 7f6, color, Z, 0, -0.000070, 0, 1, 0, 0, 0, -0.571846, 1773379589
336, 0.000007, 26496, 1, 1, snails, r, 1, 0.000003, 0, 0, 0, 5, 1, 1.243053, 1992
31231, -0.000004, -13, 0, fffffffe, skate, 7, 0, -0.000402, 1, 0, 0, 7, 234, 0.000019, 0
1510, -0.002392, 23696, 0, fba42028, sheep, o, 1, -0.000000, 1, 1, 1, 15, 108, -0.004791, 1110449979376882
451, 0.000021, 1034063421, 0, ffffe74e, thing, E, 1, 0.339577, 0, 0, 1, 11, 1, -0.010616, 35
18537, -0.003483, -1145451, 0, 36b5b, fowl, a, 1, -0.114950, 0, 1, 0, 1, 0, -469.412964, 423847084021922
1, -0.000016, 27091, 1, ffffffff, reaction, b, 1, 7.097312, 1, 1, 1, 1, 22, -0.135014, 43742
16, -0.000000, -1531751, 0, 684b7f, quince, =, 1, -0.000001, 1, 1, 1, 0, 59, -0.000267, 1100699346073097
16, -0.000000, -1531751, 0, ffffea2d, connection, =, 1, -0.000001, 1, 1, 1, 0, 59, -0.000267, 4819250658101981
23, -0.023911, -40149, 1, 0, giraffe, 8, 0, -0.000000, 0, 1, 0, 7, 4, 10.449612, 1013121742645
1509, -0.000001, 35, 1, ed63, comparison, 7, 0, -0.000000, 0, 1, 0, 0, 23, -0.116669, 24516228
1, -0.000016, 0, 1, ffffffff, laborer, b, 1, 7.097312, 1, 1, 1, 1, 22, -0.135014, 43742
2962, -0.092465, 24051, 0, ffffb69b, instrument, y, 1, -0.000013, 0, 1, 1, 0, 2, -0.000004, 245890107
38887, -0.000191, 439637, 0, ffffffff, wing, c, 0, -0.001351, 1, 1, 0, 17, 0, 0.650234, 100443914316
210, -0.000160, -2291, 0, 81, mom, (, 0, 0.076615, 0, 0, 0, 60, 23, -30.357006, 18
12, -0.000000, -122325, 0, ffaab89b, toothbrush, %, 1, 0.461439, 0, 1, 0, 8, 12, -1.440491, 14
57, -0.000000, 251943, 0, ffffbc23, throne, i, 1, 0.000063, 1, 0, 1, 42, 4, -0.009361, 1181792953264379
42824, 0.832510, 5, 1, ffffffff, prose, j, 0, 0.435239, 1, 1, 1, 1, 9, -176.745499, 17
26, 4.422556, -1, 0, dd4, burst, p, 1, 0.000036, 1, 1, 1, 127, 183, -0.000042, 21631649121820
281, -0.001530, -93, 1, fddba318, instrument, ), 0, -1.651915, 1, 0, 0, 2, 0, -18.072613, 209771690629347
1841, -0.004329, -171, 1, 3586fa, harbor, 8, 0, -0.000028, 0, 0, 1, 0, 4, -0.000015, 433231217
31197, -0.000009, -167, 0, c91, , 1, 1, -0.001230, 0, 1, 0, 93, 22, 0.000118, 116
